Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
16929,1,0,1,2023,84,638.0,561.0,4,0
16930,1,0,0,2023,84,1249.0,1190.0,4,0
16931,1,0,1,2023,95,5821.0,3153.0,2,0
16932,1,0,0,2023,95,10410.0,8444.0,2,0
16933,1,0,1,2023,95,184.0,171.0,2,0
16934,1,0,1,2023,95,799.0,726.0,0,0
16935,1,0,0,2023,95,1674.0,1471.0,0,0
16936,1,0,1,2023,95,41.0,41.0,0,1
16937,1,0,1,2023,95,2215.0,1541.0,1,0
16938,1,0,0,2023,95,3561.0,2682.0,1,0
16939,1,0,1,2023,95,31.0,31.0,1,1
16940,1,0,1,2023,95,1322.0,906.0,3,0
16941,1,0,0,2023,95,2226.0,1801.0,3,0
16942,1,0,1,2023,95,433.0,354.0,4,0
16943,1,0,0,2023,95,885.0,820.0,4,0
16944,1,0,1,2023,103,11797.0,8667.0,2,0
16945,1,0,0,2023,103,19088.0,18120.0,2,0
16946,1,0,1,2023,103,2113.0,2061.0,0,0
16947,1,0,0,2023,103,3426.0,3426.0,0,0
16948,1,0,1,2023,103,5120.0,4634.0,1,0
16949,1,0,0,2023,103,9041.0,8299.0,1,0
16950,1,0,1,2023,103,2530.0,2371.0,3,0
16951,1,0,0,2023,103,4010.0,4010.0,3,0
16952,1,0,1,2023,103,1374.0,1289.0,4,0
16953,1,0,1,2023,109,15903.0,12849.0,2,0
16954,1,0,0,2023,109,22003.0,18359.0,2,0
16955,1,0,1,2023,109,2666.0,2389.0,0,0
16956,1,0,0,2023,109,4574.0,4574.0,0,0
16957,1,0,1,2023,109,6116.0,4949.0,1,0
16958,1,0,0,2023,109,9045.0,8886.0,1,0
16959,1,0,1,2023,109,3322.0,3128.0,3,0
16960,1,0,0,2023,109,3468.0,3468.0,3,0
16961,1,0,1,2023,109,1501.0,1229.0,4,0
16962,1,0,0,2023,109,319.0,319.0,4,0
16963,1,0,1,2023,136,4710.0,3401.0,2,0
16964,1,0,0,2023,136,10150.0,9444.0,2,0
16965,1,0,1,2023,136,669.0,611.0,0,0
16966,1,0,0,2023,136,1774.0,1774.0,0,0
16967,1,0,1,2023,136,2198.0,1611.0,1,0
16968,1,0,0,2023,136,3682.0,3363.0,1,0
16969,1,0,1,2023,136,1185.0,907.0,3,0
16970,1,0,0,2023,136,2373.0,2373.0,3,0
16971,1,0,1,2023,136,532.0,481.0,4,0
16972,1,0,0,2023,136,948.0,948.0,4,0
16973,1,0,1,2023,138,10262.0,7791.0,2,0
16974,1,0,0,2023,138,17760.0,15650.0,2,0
16975,1,0,1,2023,138,1671.0,1409.0,0,0
16976,1,0,0,2023,138,3515.0,3217.0,0,0
16977,1,0,1,2023,138,4036.0,2762.0,1,0
16978,1,0,0,2023,138,7277.0,6584.0,1,0
16979,1,0,1,2023,138,2179.0,1645.0,3,0
16980,1,0,0,2023,138,3643.0,3078.0,3,0
16981,1,0,1,2023,138,915.0,836.0,4,0
16982,1,0,0,2023,138,1553.0,1528.0,4,0
16983,1,0,1,2023,156,15373.0,13697.0,2,0
16984,1,0,0,2023,156,20968.0,19618.0,2,0
16985,1,0,1,2023,156,2363.0,2290.0,0,0
16986,1,0,0,2023,156,3817.0,3817.0,0,0
16987,1,0,1,2023,156,5954.0,5428.0,1,0
16988,1,0,0,2023,156,8393.0,8067.0,1,0
16989,1,0,1,2023,156,3084.0,2668.0,3,0
16990,1,0,0,2023,156,4015.0,4015.0,3,0
16991,1,0,1,2023,156,1380.0,1360.0,4,0
16992,1,0,0,2023,156,235.0,235.0,4,0
16993,1,0,1,2023,157,15689.0,8548.0,2,0
16994,1,0,0,2023,157,23730.0,21175.0,2,0
16995,1,0,1,2023,157,2659.0,2427.0,0,0
16996,1,0,0,2023,157,4534.0,3770.0,0,0
16997,1,0,1,2023,157,5797.0,4588.0,1,0
16998,1,0,0,2023,157,9029.0,7927.0,1,0
16999,1,0,1,2023,157,3072.0,2342.0,3,0
17000,1,0,0,2023,157,4670.0,4101.0,3,0
17001,1,0,1,2023,157,1231.0,759.0,4,0
17002,1,0,0,2023,157,481.0,337.0,4,0
17003,1,0,1,2023,159,16151.0,13568.0,2,0
17004,1,0,0,2023,159,24166.0,23882.0,2,0
17005,1,0,1,2023,159,2729.0,2401.0,0,0
17006,1,0,0,2023,159,4467.0,4467.0,0,0
17007,1,0,1,2023,159,6108.0,4997.0,1,0
17008,1,0,0,2023,159,8695.0,8695.0,1,0
17009,1,0,1,2023,159,3260.0,3133.0,3,0
17010,1,0,0,2023,159,4717.0,4671.0,3,0
17011,1,0,1,2023,159,1351.0,1175.0,4,0
17012,1,0,0,2023,159,609.0,609.0,4,0
17013,1,0,1,2023,165,13101.0,8478.0,2,0
17014,1,0,0,2023,165,20492.0,16974.0,2,0
17015,1,0,1,2023,165,2108.0,1956.0,0,0
17016,1,0,0,2023,165,4192.0,4164.0,0,0
17017,1,0,1,2023,165,4530.0,3270.0,1,0
17018,1,0,0,2023,165,7583.0,7203.0,1,0
17019,1,0,1,2023,165,2628.0,2063.0,3,0
17020,1,0,0,2023,165,4701.0,3380.0,3,0
17021,1,0,1,2023,165,1006.0,896.0,4,0
17022,1,0,0,2023,165,397.0,397.0,4,0
17023,21,0,1,2023,12,2496.0,2141.0,2,0
17024,21,0,0,2023,12,6031.0,4623.0,2,0
17025,21,0,1,2023,12,471.0,462.0,0,0
17026,21,0,1,2023,12,1500.0,1250.0,1,0
17027,21,0,0,2023,12,3154.0,3154.0,1,0
17028,21,0,1,2023,12,765.0,591.0,3,0
17029,21,0,0,2023,12,1750.0,1750.0,3,0
17030,21,0,1,2023,12,592.0,536.0,4,0
17031,21,0,1,2023,59,11041.0,9555.0,2,0
17032,21,0,0,2023,59,16377.0,14696.0,2,0
17033,21,0,1,2023,59,1844.0,1758.0,0,0
17034,21,0,0,2023,59,3641.0,3641.0,0,0
17035,21,0,1,2023,59,4293.0,3618.0,1,0
17036,21,0,0,2023,59,8199.0,7385.0,1,0
17037,21,0,1,2023,59,2502.0,2228.0,3,0
17038,21,0,0,2023,59,3758.0,3758.0,3,0
17039,21,0,1,2023,59,1129.0,1127.0,4,0
17040,21,0,0,2023,59,1503.0,1503.0,4,0
17041,21,0,1,2023,67,13078.0,10039.0,2,0
17042,21,0,0,2023,67,20841.0,19279.0,2,0
17043,21,0,1,2023,67,2179.0,2117.0,0,0
17044,21,0,0,2023,67,3419.0,3419.0,0,0
17045,21,0,1,2023,67,4747.0,3941.0,1,0
17046,21,0,0,2023,67,7880.0,7797.0,1,0
17047,21,0,1,2023,67,2368.0,1942.0,3,0
17048,21,0,0,2023,67,3554.0,3554.0,3,0
17049,21,0,1,2023,67,835.0,780.0,4,0
17050,21,0,0,2023,67,1559.0,1559.0,4,0
17051,21,0,1,2023,76,1859.0,1350.0,2,0
17052,21,0,0,2023,76,4212.0,2416.0,2,0
17053,21,0,1,2023,76,69.0,58.0,2,0
17054,21,0,1,2023,76,338.0,251.0,0,0
17055,21,0,0,2023,76,965.0,710.0,0,0
17056,21,0,1,2023,76,13.0,13.0,0,1
17057,21,0,1,2023,76,901.0,596.0,1,0
17058,21,0,0,2023,76,2182.0,1089.0,1,0
17059,21,0,1,2023,76,64.0,64.0,1,1
17060,21,0,1,2023,76,590.0,305.0,3,0
17061,21,0,0,2023,76,1084.0,912.0,3,0
17062,21,0,1,2023,76,328.0,224.0,4,0
17063,21,0,0,2023,76,857.0,857.0,4,0
17064,21,0,1,2023,84,5832.0,3348.0,2,0
17065,21,0,0,2023,84,9988.0,7300.0,2,0
17066,21,0,1,2023,84,988.0,840.0,0,0
17067,21,0,0,2023,84,2426.0,2275.0,0,0
17068,21,0,1,2023,84,2477.0,1901.0,1,0
17069,21,0,0,2023,84,5141.0,4703.0,1,0
17070,21,0,1,2023,84,1745.0,1225.0,3,0
17071,21,0,0,2023,84,2349.0,1925.0,3,0
17072,21,0,1,2023,84,716.0,593.0,4,0
17073,21,0,0,2023,84,1137.0,1137.0,4,0
17074,21,0,1,2023,103,9822.0,6677.0,2,0
17075,21,0,0,2023,103,16223.0,15050.0,2,0
17076,21,0,1,2023,103,2114.0,1785.0,0,0
17077,21,0,1,2023,103,4920.0,3721.0,1,0
17078,21,0,0,2023,103,8786.0,8786.0,1,0
17079,21,0,1,2023,103,2976.0,2633.0,3,0
17080,21,0,0,2023,103,4466.0,4466.0,3,0
17081,21,0,1,2023,103,1429.0,1319.0,4,0
17082,21,0,1,2023,133,3082.0,1885.0,2,0
17083,21,0,0,2023,133,7289.0,6118.0,2,0
17084,21,0,1,2023,133,583.0,529.0,0,0
17085,21,0,0,2023,133,975.0,975.0,0,0
17086,21,0,1,2023,133,1740.0,1340.0,1,0
17087,21,0,0,2023,133,3132.0,3132.0,1,0
17088,21,0,1,2023,133,987.0,714.0,3,0
17089,21,0,0,2023,133,1767.0,1767.0,3,0
17090,21,0,1,2023,133,598.0,574.0,4,0
17091,21,0,0,2023,133,1069.0,1069.0,4,0
17092,21,0,1,2023,138,8926.0,7244.0,2,0
17093,21,0,0,2023,138,16633.0,13690.0,2,0
17094,21,0,1,2023,138,1678.0,1258.0,0,0
17095,21,0,0,2023,138,3453.0,3453.0,0,0
17096,21,0,1,2023,138,3984.0,3200.0,1,0
17097,21,0,0,2023,138,7406.0,7091.0,1,0
17098,21,0,1,2023,138,2078.0,1741.0,3,0
17099,21,0,0,2023,138,3751.0,3508.0,3,0
17100,21,0,1,2023,138,944.0,781.0,4,0
17101,21,0,0,2023,138,1480.0,1480.0,4,0
17102,21,0,1,2023,152,14524.0,11727.0,2,0
17103,21,0,0,2023,152,19725.0,19293.0,2,0
17104,21,0,1,2023,152,2406.0,2370.0,0,0
17105,21,0,1,2023,152,5465.0,4852.0,1,0
17106,21,0,0,2023,152,8946.0,8946.0,1,0
17107,21,0,1,2023,152,3064.0,2818.0,3,0
17108,21,0,0,2023,152,4656.0,4656.0,3,0
17109,21,0,1,2023,152,1312.0,1312.0,4,0
17110,21,0,0,2023,152,433.0,433.0,4,0
17111,0,0,1,2023,9,24641.0,23877.0,2,0
17112,0,0,0,2023,9,25690.0,25056.0,2,0
17113,0,0,1,2023,9,5035.0,4469.0,0,0
17114,0,0,1,2023,9,8755.0,8755.0,1,0
17115,0,0,1,2023,9,4250.0,3785.0,3,0
17116,0,0,0,2023,9,4620.0,4620.0,3,0
17117,0,0,1,2023,9,1083.0,646.0,4,0
17118,0,0,1,2023,45,14830.0,10539.0,2,0
17119,0,0,0,2023,45,18670.0,18526.0,2,0
17120,0,0,1,2023,45,2531.0,2366.0,0,0
17121,0,0,1,2023,45,6271.0,5195.0,1,0
17122,0,0,0,2023,45,8782.0,8782.0,1,0
17123,0,0,1,2023,45,3273.0,2992.0,3,0
17124,0,0,0,2023,45,3569.0,3569.0,3,0
17125,0,0,1,2023,45,1428.0,1396.0,4,0
17126,0,0,1,2023,46,14852.0,11799.0,2,0
17127,0,0,0,2023,46,18004.0,17518.0,2,0
17128,0,0,1,2023,46,2375.0,2248.0,0,0
17129,0,0,1,2023,46,5956.0,5652.0,1,0
17130,0,0,0,2023,46,8511.0,8511.0,1,0
17131,0,0,1,2023,46,3386.0,2661.0,3,0
17132,0,0,0,2023,46,3961.0,3961.0,3,0
17133,0,0,1,2023,46,1470.0,1470.0,4,0
17134,0,0,1,2023,57,13254.0,9616.0,2,0
17135,0,0,0,2023,57,19129.0,17873.0,2,0
17136,0,0,1,2023,57,2177.0,1909.0,0,0
17137,0,0,0,2023,57,3158.0,3158.0,0,0
17138,0,0,1,2023,57,5566.0,4341.0,1,0
17139,0,0,0,2023,57,9007.0,7456.0,1,0
17140,0,0,1,2023,57,3288.0,2288.0,3,0
17141,0,0,0,2023,57,4630.0,4456.0,3,0
17142,0,0,1,2023,57,1401.0,1383.0,4,0
17143,0,0,0,2023,57,176.0,176.0,4,0
17144,0,0,1,2023,58,14479.0,13161.0,2,0
17145,0,0,0,2023,58,22939.0,21854.0,2,0
17146,0,0,1,2023,58,2408.0,2347.0,0,0
17147,0,0,1,2023,58,6274.0,5704.0,1,0
17148,0,0,1,2023,58,3335.0,2876.0,3,0
17149,0,0,0,2023,58,4734.0,4734.0,3,0
17150,0,0,1,2023,58,1436.0,1436.0,4,0
17151,0,0,1,2023,59,8999.0,6225.0,2,0
17152,0,0,0,2023,59,13910.0,10294.0,2,0
17153,0,0,1,2023,59,1515.0,1236.0,0,0
17154,0,0,0,2023,59,2840.0,2355.0,0,0
17155,0,0,1,2023,59,3854.0,3124.0,1,0
17156,0,0,0,2023,59,6334.0,5322.0,1,0
17157,0,0,1,2023,59,2153.0,1519.0,3,0
17158,0,0,0,2023,59,3138.0,2439.0,3,0
17159,0,0,1,2023,59,998.0,801.0,4,0
17160,0,0,0,2023,59,1481.0,1463.0,4,0
17161,0,0,1,2023,67,10232.0,7620.0,2,0
17162,0,0,0,2023,67,16550.0,14290.0,2,0
17163,0,0,1,2023,67,1622.0,1405.0,0,0
17164,0,0,0,2023,67,2791.0,2581.0,0,0
17165,0,0,1,2023,67,3959.0,3055.0,1,0
17166,0,0,0,2023,67,6990.0,5943.0,1,0
17167,0,0,1,2023,67,2133.0,1593.0,3,0
17168,0,0,0,2023,67,3229.0,1405.0,3,0
17169,0,0,1,2023,67,714.0,572.0,4,0
17170,0,0,0,2023,67,1244.0,1144.0,4,0
17171,0,0,1,2023,68,11332.0,9341.0,2,0
17172,0,0,0,2023,68,18848.0,16845.0,2,0
17173,0,0,1,2023,68,1858.0,1653.0,0,0
17174,0,0,0,2023,68,3251.0,3251.0,0,0
17175,0,0,1,2023,68,4359.0,4054.0,1,0
17176,0,0,0,2023,68,7885.0,7178.0,1,0
17177,0,0,1,2023,68,2598.0,1917.0,3,0
17178,0,0,0,2023,68,3489.0,3489.0,3,0
17179,0,0,1,2023,68,859.0,842.0,4,0
17180,0,0,1,2023,76,1079.0,656.0,2,0
17181,0,0,0,2023,76,2275.0,1748.0,2,0
17182,0,0,1,2023,76,57.0,46.0,2,0
17183,0,0,1,2023,76,138.0,100.0,0,0
17184,0,0,0,2023,76,329.0,293.0,0,0
17185,0,0,1,2023,76,359.0,268.0,1,0
17186,0,0,0,2023,76,1031.0,894.0,1,0
17187,0,0,1,2023,76,29.0,29.0,1,1
17188,0,0,1,2023,76,284.0,159.0,3,0
17189,0,0,0,2023,76,513.0,402.0,3,0
17190,0,0,1,2023,76,11.0,11.0,3,1
17191,0,0,1,2023,76,107.0,67.0,4,0
17192,0,0,0,2023,76,275.0,275.0,4,0
17193,0,0,1,2023,77,1366.0,1126.0,2,0
17194,0,0,0,2023,77,2912.0,2299.0,2,0
17195,0,0,1,2023,77,151.0,148.0,0,0
17196,0,0,0,2023,77,458.0,458.0,0,0
17197,0,0,1,2023,77,597.0,397.0,1,0
17198,0,0,0,2023,77,1424.0,1283.0,1,0
17199,0,0,1,2023,77,31.0,31.0,1,1
17200,0,0,1,2023,77,341.0,184.0,3,0
17201,0,0,0,2023,77,663.0,663.0,3,0
17202,0,0,1,2023,77,279.0,255.0,4,0
17203,0,0,0,2023,77,544.0,544.0,4,0
17204,0,0,1,2023,84,3534.0,2896.0,2,0
17205,0,0,0,2023,84,7183.0,6086.0,2,0
17206,0,0,1,2023,84,231.0,91.0,2,0
17207,0,0,1,2023,84,575.0,416.0,0,0
17208,0,0,0,2023,84,1311.0,1073.0,0,0
17209,0,0,1,2023,84,1627.0,1179.0,1,0
17210,0,0,0,2023,84,3321.0,2541.0,1,0
17211,0,0,1,2023,84,105.0,105.0,1,1
17212,0,0,1,2023,84,1124.0,766.0,3,0
17213,0,0,0,2023,84,2217.0,1913.0,3,0
17214,0,0,1,2023,84,500.0,339.0,4,0
17215,0,0,0,2023,84,970.0,739.0,4,0
17216,0,0,1,2023,91,4662.0,3957.0,2,0
17217,0,0,0,2023,91,10123.0,8362.0,2,0
17218,0,0,1,2023,91,678.0,578.0,0,0
17219,0,0,0,2023,91,1911.0,1911.0,0,0
17220,0,0,1,2023,91,2178.0,1647.0,1,0
17221,0,0,0,2023,91,4365.0,3582.0,1,0
17222,0,0,1,2023,91,1320.0,1180.0,3,0
17223,0,0,0,2023,91,2281.0,2281.0,3,0
17224,0,0,1,2023,91,526.0,526.0,4,0
17225,0,0,0,2023,91,1087.0,1087.0,4,0
17226,0,0,1,2023,94,2876.0,1929.0,2,0
17227,0,0,0,2023,94,5954.0,4894.0,2,0
17228,0,0,1,2023,94,167.0,191.0,2,0
17229,0,0,1,2023,94,472.0,389.0,0,0
17230,0,0,0,2023,94,1004.0,877.0,0,0
17231,0,0,1,2023,94,46.0,46.0,0,1
17232,0,0,1,2023,94,1374.0,762.0,1,0
17233,0,0,0,2023,94,2944.0,2137.0,1,0
17234,0,0,1,2023,94,926.0,409.0,3,0
17235,0,0,0,2023,94,1734.0,1483.0,3,0
17236,0,0,1,2023,94,443.0,259.0,4,0
17237,0,0,0,2023,94,955.0,846.0,4,0
17238,0,0,1,2023,104,9612.0,6786.0,2,0
17239,0,0,0,2023,104,12213.0,11933.0,2,0
17240,0,0,1,2023,104,1583.0,1392.0,0,0
17241,0,0,0,2023,104,3679.0,3679.0,0,0
17242,0,0,1,2023,104,4637.0,3355.0,1,0
17243,0,0,0,2023,104,8103.0,8103.0,1,0
17244,0,0,1,2023,104,2892.0,2665.0,3,0
17245,0,0,0,2023,104,3895.0,3895.0,3,0
17246,0,0,1,2023,104,1450.0,1385.0,4,0
17247,0,0,1,2023,117,14443.0,10557.0,2,0
17248,0,0,0,2023,117,22583.0,21325.0,2,0
17249,0,0,1,2023,117,2481.0,2429.0,0,0
17250,0,0,1,2023,117,6065.0,5608.0,1,0
17251,0,0,1,2023,117,3205.0,3172.0,3,0
17252,0,0,0,2023,117,4540.0,4540.0,3,0
17253,0,0,1,2023,117,1540.0,1515.0,4,0
17254,0,0,1,2023,130,13565.0,11431.0,2,0
17255,0,0,0,2023,130,19246.0,17602.0,2,0
17256,0,0,1,2023,130,2274.0,2231.0,0,0
17257,0,0,0,2023,130,3665.0,3665.0,0,0
17258,0,0,1,2023,130,5753.0,4319.0,1,0
17259,0,0,0,2023,130,7731.0,7731.0,1,0
17260,0,0,1,2023,130,3170.0,2567.0,3,0
17261,0,0,0,2023,130,4467.0,4179.0,3,0
17262,0,0,1,2023,130,1271.0,1271.0,4,0
17263,0,0,1,2023,134,2034.0,1510.0,2,0
17264,0,0,0,2023,134,5557.0,4650.0,2,0
17265,0,0,1,2023,134,136.0,136.0,2,0
17266,0,0,1,2023,134,372.0,281.0,0,0
17267,0,0,0,2023,134,768.0,768.0,0,0
17268,0,0,1,2023,134,1178.0,611.0,1,0
17269,0,0,0,2023,134,2729.0,2398.0,1,0
17270,0,0,1,2023,134,762.0,495.0,3,0
17271,0,0,0,2023,134,930.0,930.0,3,0
17272,0,0,1,2023,134,412.0,320.0,4,0
17273,0,0,0,2023,134,710.0,710.0,4,0
17274,0,0,1,2023,138,6694.0,4792.0,2,0
17275,0,0,0,2023,138,13864.0,9906.0,2,0
17276,0,0,1,2023,138,1115.0,862.0,0,0
17277,0,0,0,2023,138,2737.0,2332.0,0,0
17278,0,0,1,2023,138,2999.0,1842.0,1,0
17279,0,0,0,2023,138,6178.0,5327.0,1,0
17280,0,0,1,2023,138,1563.0,1065.0,3,0
17281,0,0,0,2023,138,3328.0,2377.0,3,0
17282,0,0,1,2023,138,764.0,586.0,4,0
17283,0,0,0,2023,138,1318.0,1215.0,4,0
17284,0,0,1,2023,139,8244.0,6846.0,2,0
17285,0,0,0,2023,139,15421.0,14377.0,2,0
17286,0,0,1,2023,139,1300.0,1291.0,0,0
17287,0,0,0,2023,139,3142.0,3142.0,0,0
17288,0,0,1,2023,139,3393.0,3040.0,1,0
17289,0,0,0,2023,139,6523.0,6359.0,1,0
17290,0,0,1,2023,139,2007.0,1550.0,3,0
17291,0,0,1,2023,139,838.0,787.0,4,0
17292,0,0,0,2023,139,1502.0,1502.0,4,0
17293,0,0,1,2023,147,11388.0,8656.0,2,0
17294,0,0,0,2023,147,17543.0,16115.0,2,0
17295,0,0,1,2023,147,1812.0,1634.0,0,0
17296,0,0,0,2023,147,3646.0,3269.0,0,0
17297,0,0,1,2023,147,4473.0,3882.0,1,0
17298,0,0,0,2023,147,7454.0,6808.0,1,0
17299,0,0,1,2023,147,2696.0,2223.0,3,0
17300,0,0,0,2023,147,4199.0,3333.0,3,0
17301,0,0,1,2023,147,1273.0,1120.0,4,0
17302,0,0,0,2023,147,182.0,60.0,4,0
17303,0,0,1,2023,148,13072.0,11427.0,2,0
17304,0,0,0,2023,148,19161.0,19046.0,2,0
17305,0,0,1,2023,148,2296.0,1974.0,0,0
17306,0,0,0,2023,148,4416.0,4416.0,0,0
17307,0,0,1,2023,148,5219.0,3383.0,1,0
17308,0,0,0,2023,148,8683.0,8683.0,1,0
17309,0,0,1,2023,148,2989.0,2897.0,3,0
17310,0,0,0,2023,148,4645.0,4645.0,3,0
17311,0,0,1,2023,148,1379.0,1287.0,4,0
17312,0,0,1,2023,157,13556.0,11360.0,2,0
17313,0,0,0,2023,157,22557.0,17694.0,2,0
17314,0,0,1,2023,157,2236.0,1950.0,0,0
17315,0,0,0,2023,157,3970.0,3666.0,0,0
17316,0,0,1,2023,157,5426.0,3549.0,1,0
17317,0,0,0,2023,157,8891.0,7598.0,1,0
17318,0,0,1,2023,157,3281.0,2698.0,3,0
17319,0,0,0,2023,157,4635.0,4384.0,3,0
17320,0,0,1,2023,157,1344.0,1251.0,4,0
17321,0,0,0,2023,157,562.0,257.0,4,0
17322,0,0,1,2023,158,15572.0,13608.0,2,0
17323,0,0,0,2023,158,23275.0,22734.0,2,0
17324,0,0,1,2023,158,2454.0,2294.0,0,0
17325,0,0,1,2023,158,6067.0,5432.0,1,0
17326,0,0,1,2023,158,3377.0,3200.0,3,0
17327,0,0,0,2023,158,4738.0,4738.0,3,0
17328,0,0,1,2023,158,1285.0,1285.0,4,0
17329,0,0,0,2023,158,458.0,458.0,4,0
17330,0,0,1,2023,166,14379.0,12409.0,2,0
17331,0,0,0,2023,166,21398.0,20044.0,2,0
17332,0,0,1,2023,166,2297.0,2082.0,0,0
17333,0,0,0,2023,166,3855.0,3737.0,0,0
17334,0,0,1,2023,166,6051.0,4783.0,1,0
17335,0,0,0,2023,166,8759.0,7992.0,1,0
17336,0,0,1,2023,166,3403.0,2817.0,3,0
17337,0,0,0,2023,166,4500.0,4455.0,3,0
17338,0,0,1,2023,166,1504.0,1327.0,4,0
17339,0,0,0,2023,166,620.0,620.0,4,0
17340,0,0,1,2023,167,15585.0,14899.0,2,0
17341,0,0,0,2023,167,22446.0,21839.0,2,0
17342,0,0,1,2023,167,2317.0,2317.0,0,0
17343,0,0,1,2023,167,6142.0,5699.0,1,0
17344,0,0,1,2023,167,3237.0,3136.0,3,0
17345,0,0,0,2023,167,4699.0,4699.0,3,0
17346,0,0,1,2023,167,1493.0,1397.0,4,0
17347,9,0,1,2023,53,10455.0,8761.0,2,0
17348,9,0,0,2023,53,17655.0,16077.0,2,0
17349,9,0,1,2023,53,1763.0,1658.0,0,0
17350,9,0,0,2023,53,3413.0,3253.0,0,0
17351,9,0,1,2023,53,4240.0,3696.0,1,0
17352,9,0,0,2023,53,7874.0,7751.0,1,0
17353,9,0,1,2023,53,2559.0,2314.0,3,0
17354,9,0,0,2023,53,4151.0,3777.0,3,0
17355,9,0,1,2023,53,1232.0,673.0,4,0
17356,9,0,0,2023,53,1582.0,1582.0,4,0
17357,9,0,1,2023,59,5959.0,4795.0,2,0
17358,9,0,0,2023,59,11302.0,9779.0,2,0
17359,9,0,1,2023,59,1108.0,930.0,0,0
17360,9,0,0,2023,59,2384.0,2299.0,0,0
17361,9,0,1,2023,59,2812.0,1960.0,1,0
17362,9,0,0,2023,59,5626.0,4987.0,1,0
17363,9,0,1,2023,59,1582.0,1045.0,3,0
17364,9,0,0,2023,59,2722.0,2472.0,3,0
17365,9,0,1,2023,59,774.0,733.0,4,0
17366,9,0,0,2023,59,991.0,662.0,4,0
17367,9,0,1,2023,61,8413.0,6427.0,2,0
17368,9,0,0,2023,61,14677.0,12131.0,2,0
17369,9,0,1,2023,61,1417.0,1197.0,0,0
17370,9,0,0,2023,61,2599.0,2599.0,0,0
17371,9,0,1,2023,61,3658.0,3203.0,1,0
17372,9,0,0,2023,61,6966.0,6569.0,1,0
17373,9,0,1,2023,61,2073.0,1677.0,3,0
17374,9,0,0,2023,61,3005.0,2838.0,3,0
17375,9,0,1,2023,61,892.0,779.0,4,0
17376,9,0,0,2023,61,1489.0,1489.0,4,0
17377,9,0,1,2023,67,8453.0,4386.0,2,0
17378,9,0,0,2023,67,15530.0,13824.0,2,0
17379,9,0,1,2023,67,1329.0,1240.0,0,0
17380,9,0,0,2023,67,2754.0,2586.0,0,0
17381,9,0,1,2023,67,3376.0,3020.0,1,0
17382,9,0,0,2023,67,6493.0,5903.0,1,0
17383,9,0,1,2023,67,1842.0,1637.0,3,0
17384,9,0,0,2023,67,3096.0,2170.0,3,0
17385,9,0,1,2023,67,585.0,528.0,4,0
17386,9,0,0,2023,67,1183.0,893.0,4,0
17387,9,0,1,2023,76,654.0,398.0,2,0
17388,9,0,0,2023,76,1718.0,1422.0,2,0
17389,9,0,1,2023,76,37.0,26.0,2,0
17390,9,0,1,2023,76,91.0,72.0,0,0
17391,9,0,0,2023,76,204.0,181.0,0,0
17392,9,0,1,2023,76,267.0,208.0,1,0
17393,9,0,0,2023,76,857.0,704.0,1,0
17394,9,0,1,2023,76,19.0,18.0,1,1
17395,9,0,1,2023,76,173.0,121.0,3,0
17396,9,0,0,2023,76,383.0,353.0,3,0
17397,9,0,1,2023,76,9.0,9.0,3,1
17398,9,0,0,2023,76,6.0,6.0,3,1
17399,9,0,1,2023,76,83.0,58.0,4,0
17400,9,0,0,2023,76,296.0,238.0,4,0
17401,9,0,1,2023,78,1027.0,846.0,2,0
17402,9,0,0,2023,78,1945.0,1497.0,2,0
17403,9,0,1,2023,78,150.0,129.0,0,0
17404,9,0,0,2023,78,375.0,375.0,0,0
17405,9,0,1,2023,78,394.0,306.0,1,0
17406,9,0,0,2023,78,1314.0,1243.0,1,0
17407,9,0,1,2023,78,262.0,183.0,3,0
17408,9,0,0,2023,78,802.0,802.0,3,0
17409,9,0,1,2023,78,100.0,98.0,4,0
17410,9,0,1,2023,95,1698.0,1308.0,2,0
17411,9,0,0,2023,95,4199.0,3606.0,2,0
17412,9,0,1,2023,95,106.0,95.0,2,0
17413,9,0,1,2023,95,290.0,221.0,0,0
17414,9,0,0,2023,95,790.0,648.0,0,0
17415,9,0,1,2023,95,832.0,616.0,1,0
17416,9,0,0,2023,95,1707.0,1578.0,1,0
17417,9,0,1,2023,95,50.0,50.0,1,1
17418,9,0,1,2023,95,627.0,192.0,3,0
17419,9,0,0,2023,95,992.0,745.0,3,0
17420,9,0,1,2023,95,201.0,147.0,4,0
17421,9,0,0,2023,95,455.0,455.0,4,0
17422,9,0,1,2023,98,2117.0,1741.0,2,0
17423,9,0,0,2023,98,5191.0,4378.0,2,0
17424,9,0,1,2023,98,156.0,156.0,2,0
17425,9,0,1,2023,98,394.0,377.0,0,0
17426,9,0,0,2023,98,1041.0,1041.0,0,0
17427,9,0,1,2023,98,1072.0,870.0,1,0
17428,9,0,0,2023,98,2222.0,1999.0,1,0
17429,9,0,1,2023,98,46.0,46.0,1,1
17430,9,0,1,2023,98,692.0,505.0,3,0
17431,9,0,0,2023,98,1436.0,1112.0,3,0
17432,9,0,1,2023,98,338.0,306.0,4,0
17433,9,0,0,2023,98,630.0,630.0,4,0
17434,9,0,1,2023,100,6637.0,5822.0,2,0
17435,9,0,0,2023,100,13272.0,12986.0,2,0
