Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",288.0,180.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",636.0,636.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",919.0,667.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2190.0,2103.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",42.0,42.0,OBC-NCL,true
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",744.0,538.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1306.0,1306.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",316.0,158.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",891.0,891.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",3854.0,2206.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",9102.0,7153.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",649.0,494.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",2351.0,2053.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",1942.0,1507.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",4608.0,3964.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",1032.0,685.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",2360.0,1852.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",543.0,381.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",950.0,895.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",7945.0,7043.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",14832.0,12950.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1351.0,1174.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",2916.0,2798.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",3508.0,2809.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",6681.0,5919.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",2075.0,1665.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",3841.0,3355.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1103.0,947.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",1400.0,1400.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",9574.0,5480.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",17714.0,17104.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1741.0,1733.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",3080.0,3080.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",5307.0,4378.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",7906.0,7899.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2870.0,2109.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2578.0,2578.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",1220.0,1220.0,ST,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",5889.0,4617.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",12236.0,9642.0,OPEN,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1111.0,903.0,EWS,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",2530.0,2530.0,EWS,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",3097.0,2578.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",6367.0,6033.0,OBC-NCL,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1929.0,1630.0,SC,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",3418.0,3370.0,SC,false
Indian Institute of Technology Roorkee,AI,Gender-Neutral,2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1085.0,980.0,ST,false
Indian Institute of Technology Roorkee,AI,Female-only (including Supernumerary),2023,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",1467.0,1467.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geology (5 Years, Integrated Master of Technology)",17181.0,16108.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Applied Geology (5 Years, Integrated Master of Technology)",22738.0,22738.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geology (5 Years, Integrated Master of Technology)",2778.0,2775.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Applied Geology (5 Years, Integrated Master of Technology)",4639.0,4639.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geology (5 Years, Integrated Master of Technology)",6395.0,5523.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geology (5 Years, Integrated Master of Technology)",3424.0,3415.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Applied Geology (5 Years, Integrated Master of Technology)",4741.0,4741.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geology (5 Years, Integrated Master of Technology)",1449.0,1449.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",16754.0,15162.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",22094.0,22094.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",2765.0,2499.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",4847.0,4847.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",6405.0,6183.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",3374.0,3337.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",4589.0,4589.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Applied Geophysics (5 Years, Integrated Master of Technology)",1592.0,1592.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",12473.0,9811.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",15442.0,14707.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1940.0,1875.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",2602.0,2602.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",4718.0,3635.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",7631.0,6700.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",2460.0,2238.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",2618.0,2618.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1119.0,802.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1519.0,1519.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",14058.0,10574.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",19624.0,17183.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",2168.0,2023.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",3072.0,3072.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",4820.0,4144.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",7646.0,7339.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",2353.0,1669.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",3849.0,3175.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",815.0,665.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",1417.0,1417.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",3258.0,1853.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6454.0,3429.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",109.0,68.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",207.0,207.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",466.0,380.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1072.0,915.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",21.0,21.0,EWS,true
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1190.0,653.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",2373.0,1687.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",57.0,48.0,OBC-NCL,true
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",712.0,345.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",935.0,533.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",243.0,122.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",525.0,446.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6.0,6.0,ST,true
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",7784.0,5259.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",12614.0,11126.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",183.0,144.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1136.0,1055.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",2065.0,1861.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",2938.0,2382.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",4992.0,3714.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1589.0,1250.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",2555.0,2393.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",638.0,561.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1249.0,1190.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",5821.0,3153.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",10410.0,8444.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",184.0,171.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",799.0,726.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",1674.0,1471.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",41.0,41.0,EWS,true
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",2215.0,1541.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",3561.0,2682.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",31.0,31.0,OBC-NCL,true
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",1322.0,906.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",2226.0,1801.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",433.0,354.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",885.0,820.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",11797.0,8667.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",19088.0,18120.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",2113.0,2061.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",3426.0,3426.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",5120.0,4634.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",9041.0,8299.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",2530.0,2371.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",4010.0,4010.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",1374.0,1289.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Environmental Engineering (4 Years, Bachelor of Technology)",15903.0,12849.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Environmental Engineering (4 Years, Bachelor of Technology)",22003.0,18359.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Environmental Engineering (4 Years, Bachelor of Technology)",2666.0,2389.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Environmental Engineering (4 Years, Bachelor of Technology)",4574.0,4574.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Environmental Engineering (4 Years, Bachelor of Technology)",6116.0,4949.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Environmental Engineering (4 Years, Bachelor of Technology)",9045.0,8886.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Environmental Engineering (4 Years, Bachelor of Technology)",3322.0,3128.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Environmental Engineering (4 Years, Bachelor of Technology)",3468.0,3468.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Environmental Engineering (4 Years, Bachelor of Technology)",1501.0,1229.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Environmental Engineering (4 Years, Bachelor of Technology)",319.0,319.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",4710.0,3401.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",10150.0,9444.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",669.0,611.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",1774.0,1774.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",2198.0,1611.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",3682.0,3363.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",1185.0,907.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",2373.0,2373.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",532.0,481.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (5 Years, Integrated Master of Technology)",948.0,948.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",10262.0,7791.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",17760.0,15650.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",1671.0,1409.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",3515.0,3217.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",4036.0,2762.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",7277.0,6584.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",2179.0,1645.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",3643.0,3078.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",915.0,836.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",1553.0,1528.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",15373.0,13697.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",20968.0,19618.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",2363.0,2290.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",3817.0,3817.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",5954.0,5428.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",8393.0,8067.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",3084.0,2668.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",4015.0,4015.0,SC,false
